"어린이집명",시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
"신지어린이집",경상남도,창원시 성산구,가정,20,5,"경상남도 창원시 성산구 안민로 161 102동 101호(안민동, 한솔마을대동아파트)",055-283-5607,,,,,Y,,2019-03-28
"안데르센어린이집",경상남도,창원시 성산구,가정,20,6,"경상남도 창원시 성산구 대암로 251 102동 106호(성주동, 일신대동프리빌리지아파트)",055-262-0688,055-262-0688,,,,Y,,2019-03-28
"예람어린이집",경상남도,창원시 성산구,가정,20,3,"경상남도 창원시 성산구 안민로101번길 29 107동 103호(안민동, 청솔아파트)",055-283-9986,055-283-9986,,,,N,,2019-03-28
"자연어린이집",경상남도,창원시 성산구,가정,19,5,"경상남도 창원시 성산구 안민로101번길 29 109동 104호(안민동, 안민청솔마을대동아파트)",055-261-8346,055-261-8346,,,,Y,,2019-03-28
"해바라기어린이집",경상남도,창원시 성산구,가정,15,1,"경상남도 창원시 성산구 정동로162번길 81 101동 104호(남산동, 대우사원1차아파트)",055-281-8496,,,,,N,,2019-03-28
KERI꿈터어린이집,경상남도,창원시 성산구,직장,60,13,경상남도 창원시 성산구 불모산로10번길 10,055-282-6242,055-282-6241,,,,N,,2019-03-28
"두산공작기계 새싹어린이집",경상남도,창원시 성산구,직장,51,12,경상남도 창원시 성산구 창원대로1144번길 8,055-263-7009,055-263-7090,,,,N,,2019-03-28
"한국지엠창원어린이집",경상남도,창원시 성산구,직장,30,5,경상남도 창원시 성산구 성주로 130,070-4278-4264,070-4195-4265,,,,N,,2019-03-28
"한화에어로스페이스어린이집",경상남도,창원시 성산구,직장,60,14,경상남도 창원시 성산구 정동로 84 한화에어로스페이스 사업장내,055-287-1056,055-287-1057,,,,N,,2019-03-28
"현대위아어린이집",경상남도,창원시 성산구,직장,49,12,경상남도 창원시 성산구 정동로162번길 4,055-263-5800,,,,,N,,2019-03-28
"창원시립 웅남어린이집",경상남도,창원시 성산구,국공립,95,12,경상남도 창원시 성산구 봉양로 412 창원시립 웅남어린이집,055-261-1405,055-261-1406,,,,Y,,2019-03-28
"새풀잎어린이집",경상남도,창원시 성산구,사회복지법인,30,21,경상남도 창원시 성산구 신촌로134번길 43 새풀잎어린이집 (신촌동),055-286-1609,055-286-1603,,,,Y,,2019-03-28
"양곡샛별어린이집",경상남도,창원시 성산구,법인·단체,82,11,경상남도 창원시 성산구 양곡길 84 양곡샛별 어린이집,055-286-0607,055-286-2210,,,,Y,,2019-03-28
"숲과샘어린이집",경상남도,창원시 성산구,민간,75,11,경상남도 창원시 성산구 양곡길 104 (양곡동),055-286-3432,055-286-3433,,,,Y,,2019-03-28
"동원꿈꾸는어린이집",경상남도,창원시 성산구,가정,19,5,"경상남도 창원시 성산구 신촌로 130 105동 103호(신촌동, 창원신촌동원로얄듀크)",055-267-7520,055-267-7520,,,,Y,,2019-03-28
"아이존어린이집",경상남도,창원시 성산구,가정,19,4,"경상남도 창원시 성산구 신촌로 90 201동 102호(신촌동, 동부산아이존빌2단지아파트)",055-286-9484,055-286-9484,,,,Y,,2019-03-28
"은종어린이집",경상남도,창원시 성산구,가정,17,3,"경상남도 창원시 성산구 신촌로134번길 23 나동 102호(신촌동, 삼성빌라)",055-605-5588,055-605-5588,,,,N,,2019-03-28
"팀버어린이집",경상남도,창원시 성산구,가정,19,4,"경상남도 창원시 성산구 신촌로134번길 33 102동 102호(신촌동, 문창 팀버빌리지)",055-264-5550,,,,,Y,,2019-03-28
"동환어린이집",경상남도,창원시 성산구,직장,20,3,경상남도 창원시 성산구 공단로 535 동환산업(주) 동환어린이집 (성산동),055-280-4755,055-283-3004,,,,Y,,2019-03-28
"볼보바르미어린이집",경상남도,창원시 성산구,직장,40,10,경상남도 창원시 성산구 신촌로 106,055-285-9828,055-285-9829,,,,N,,2019-03-28
"창원시립 내동어린이집",경상남도,창원시 성산구,국공립,75,11,경상남도 창원시 성산구 창원대로 716 경상남도 창원시 성산구 창원대로 716번지 (내동 456-2번지),055-283-0411,055-283-0412,,,,Y,,2019-03-28
"창원중앙어린이집",경상남도,창원시 성산구,법인·단체,49,7,경상남도 창원시 성산구 외동반림로126번길 56 (중앙동),055-282-3223,055-282-5323,,,,Y,,2019-03-28
"메르디앙어린이집",경상남도,창원시 성산구,민간,45,8,경상남도 창원시 성산구 삼동로128번길 24 내동 월드메르디앙아파트 주민복지동 1층,055-275-1279,070-8813-1279,,,,Y,,2019-03-28
"킨더바움어린이집",경상남도,창원시 성산구,민간,48,10,경상남도 창원시 성산구 토월로27번길 18 복리동,055-287-3887,055-287-3887,,,,Y,,2019-03-28
"토리어린이집",경상남도,창원시 성산구,민간,30,6,경상남도 창원시 성산구 창원대로780번길 32 괸리동보육시설,070-8869-0736,055-263-0736,,,,Y,,2019-03-28
"구름송이어린이집",경상남도,창원시 성산구,가정,20,4,경상남도 창원시 성산구 외동반림로 22,055-266-3316,055-266-3316,,,,Y,,2019-03-28
"꼬마또리어린이집",경상남도,창원시 성산구,가정,15,2,"경상남도 창원시 성산구 창원대로780번길 34 109동 102호(외동,월드메르디앙이스턴애비뉴)",055-289-8698,,,,,N,,2019-03-28
"꿈누리어린이집",경상남도,창원시 성산구,가정,20,6,"경상남도 창원시 성산구 창원대로780번길 34 105동 102호(외동, 월드메르디앙이스턴애비뉴)",055-284-0250,055-284-0250,,,,N,,2019-03-28
"꿈통통어린이집",경상남도,창원시 성산구,가정,20,6,"경상남도 창원시 성산구 상남로 48 17동 101호(상남동, 대우아파트)",055-284-0314,055-284-0314,,,,Y,,2019-03-28
"수채화어린이집",경상남도,창원시 성산구,가정,20,3,경상남도 창원시 성산구 상남로24번길 13 대호타워101호,055-261-0604,055-261-9004,,,,Y,,2019-03-28
"에덴동산어린이집",경상남도,창원시 성산구,가정,20,2,"경상남도 창원시 성산구 창원대로780번길 47 107호(외동,대동아파트)",055-294-4308,,,,,Y,,2019-03-28
"예드림어린이집",경상남도,창원시 성산구,가정,20,5,경상남도 창원시 성산구 외동반림로 118-1 (중앙동 23-4),055-287-4361,055-287-4361,,,,Y,,2019-03-28
"예슬어린이집",경상남도,창원시 성산구,가정,16,3,"경상남도 창원시 성산구 삼동로128번길 24 104동 101호(내동, 월드메르디앙웨스턴애비뉴)",055-282-4752,055-282-4752,,,,N,,2019-03-28
"참좋은어린이집",경상남도,창원시 성산구,가정,19,5,"경상남도 창원시 성산구 창원대로780번길 47 101동 110호(외동, 대동아파트)",055-274-0308,055-274-0308,,,,Y,,2019-03-28
"크는나무어린이집",경상남도,창원시 성산구,가정,13,5,"경상남도 창원시 성산구 상남로 48 5동 108호(상남동, 대우아파트)",055-261-6969,,,,,N,,2019-03-28
"효성어린이집",경상남도,창원시 성산구,직장,48,12,경상남도 창원시 성산구 연덕로 171 112동 1층((주)효성창원공장),055-268-8888,055-268-8891,,,,N,,2019-03-28
"창원시립 가포어린이집",경상남도,창원시 마산합포구,국공립,95,14,경상남도 창원시 마산합포구 가포해안길 15 가포어린이집,055-246-2215,055-246-2202,,,,Y,,2019-03-28
i 블루밍어린이집,경상남도,창원시 마산합포구,민간,23,6,경상남도 창원시 마산합포구 노산서18길 142 무학산벽산블루밍아파트 복리동 (교방동),055-243-1239,055-243-1239,,,,N,,2019-03-28
"은성숲어린이집",경상남도,창원시 마산합포구,민간,114,8,경상남도 창원시 마산합포구 교방남1길 34,055-243-5447,055-224-5003,,,,Y,,2019-03-28
"클로버어린이집",경상남도,창원시 마산합포구,민간,21,3,경상남도 창원시 마산합포구 교방서5길 57 초원빌라1층 (교방동),055-242-8050,050-213-7328,,,,N,,2019-03-28
"킨더가르텐 어린이집",경상남도,창원시 마산합포구,민간,70,13,경상남도 창원시 마산합포구 회원서10길 87-1 (교방동),055-246-1150,055-246-1150,,,,Y,,2019-03-28
"글나기어린이집",경상남도,창원시 마산합포구,가정,18,4,경상남도 창원시 마산합포구 교방서2길 67-1,055-243-2368,055-243-2368,,,,N,,2019-03-28
"벽산 아이자람 어린이집",경상남도,창원시 마산합포구,가정,20,5,"경상남도 창원시 마산합포구 노산서18길 142 204동 106호(교방동, 무학산벽산블루밍아파트2단지)",055-223-5800,055-223-5800,,,,N,,2019-03-28
"상록풀꽃어린이집",경상남도,창원시 마산합포구,가정,15,2,경상남도 창원시 마산합포구 노산서18길 141 상록아파트단지 내 보육시설,055-246-0334,055-246-0334,,,,Y,,2019-03-28
"우리네어린이집",경상남도,창원시 마산합포구,가정,20,5,"경상남도 창원시 마산합포구 노산서18길 142 204동 104호(교방동, 무학산벽산블루밍아파트)",070-4136-3086,,,,,N,,2019-03-28
"창원시립 구산어린이집",경상남도,창원시 마산합포구,국공립,61,10,"경상남도 창원시 마산합포구 구산면 수정1길 62-36 (수정리, 창원시립 구산어린이집)",055-221-5225,055-241-5225,,,,Y,,2019-03-28
"창원시립 노산어린이집",경상남도,창원시 마산합포구,국공립,99,15,경상남도 창원시 마산합포구 회원천남길 178 (교원동),055-248-1998,055-245-0170,,,,Y,,2019-03-28
"마산삼성어린이집",경상남도,창원시 마산합포구,민간,130,20,경상남도 창원시 마산합포구 노산동5길 18,055-248-7156,055-223-2117,,,,N,,2019-03-28
"예일어린이집",경상남도,창원시 마산합포구,민간,39,5,경상남도 창원시 마산합포구 상남시장로 13 (상남동),055-248-0684,,,,,Y,,2019-03-28
"자이별밭 어린이집",경상남도,창원시 마산합포구,민간,47,13,"경상남도 창원시 마산합포구 노산서18길 19 (교원동, 무학자이아파트 관리동)",055-221-7555,,,,,Y,,2019-03-28
"금송아지어린이집",경상남도,창원시 마산합포구,가정,20,5,"경상남도 창원시 마산합포구 노산서18길 19 108동 102호(교원동, 무학자이아파트)",055-224-5537,055-224-5537,,,,Y,,2019-03-28
"예림어린이집",경상남도,창원시 마산합포구,가정,20,6,"경상남도 창원시 마산합포구 노산서18길 19 105동 102호(교원동, 무학자이아파트)",055-222-4580,055-222-4580,,,,Y,,2019-03-28
"자이아이꿈어린이집",경상남도,창원시 마산합포구,가정,20,4,"경상남도 창원시 마산합포구 노산서18길 19 106동 103호(교원동, 무학자이아파트)",055-241-9997,055-241-9997,,,,Y,,2019-03-28
"창원시립 서성어린이집",경상남도,창원시 마산합포구,국공립,99,14,경상남도 창원시 마산합포구 중앙북7길 53-5 서성어린이집,055-223-8687,070-8768-0399,,,,Y,,2019-03-28
"창원시립 장미어린이집",경상남도,창원시 마산합포구,국공립,45,25,경상남도 창원시 마산합포구 중앙북7길 53-5 (서성동) 창원시립 장미어린이집,055-241-2955,055-241-2957,,,,Y,,2019-03-28
"리틀스쿨어린이집",경상남도,창원시 마산합포구,민간,47,9,경상남도 창원시 마산합포구 신포동1가 제2부두로 17 마산만아이파크 아파트 관리동 (신포동1가),055-221-1215,055-221-1215,,,,N,,2019-03-28
"큰나무 어린이집",경상남도,창원시 마산합포구,민간,27,6,경상남도 창원시 마산합포구 신포동1가 서성로 23 센트럴아파트 복리동,055-224-5980,055-224-5980,,,,Y,,2019-03-28
"아이굿맘어린이집",경상남도,창원시 마산합포구,가정,13,5,경상남도 창원시 마산합포구 신포동1가 서성로 23 105동 101호 (센트럴아파트),055-222-5519,055-222-5519,,,,N,,2019-03-28
"경남청사 예다움어린이집",경상남도,창원시 마산합포구,직장,65,11,경상남도 창원시 마산합포구 신포동1가 제2부두로 10,055-981-6326,055-222-7708,,,,N,,2019-03-28
"창원시립 샛별어린이집",경상남도,창원시 마산합포구,국공립,94,14,경상남도 창원시 마산합포구 문화남3길 33 (홍문동),055-243-1916,,,,,Y,,2019-03-28
"별님이꿈꾸는꼬마어린이집",경상남도,창원시 마산합포구,민간,48,9,경상남도 창원시 마산합포구 월남동4가 3.15대로 28 (월남동4가),055-244-6760,055-243-6761,,,,Y,,2019-03-28
"예능어린이집",경상남도,창원시 마산합포구,민간,49,9,경상남도 창원시 마산합포구 문화남2길 17,055-241-7416,055-241-5105,,,,Y,,2019-03-28
"합포어린이집",경상남도,창원시 마산합포구,민간,30,7,경상남도 창원시 마산합포구 문화동14길 54 (창포동3가),055-241-3382,,,,,Y,,2019-03-28
"빛고운어린이집",경상남도,창원시 마산합포구,가정,20,5,"경상남도 창원시 마산합포구 문화동7길 23 103동 101호(창포동1가, 동성아파트)",055-243-4007,,,,,Y,,2019-03-28
"푸른꿈어린이집",경상남도,창원시 마산합포구,가정,20,3,경상남도 창원시 마산합포구 반월남2길 57 (신창동),055-247-2611,055-242-2611,,,,Y,,2019-03-28
"합포꿈동이어린이집",경상남도,창원시 마산합포구,가정,19,5,"경상남도 창원시 마산합포구 문화동7길 36 3동 105호(창포동2가, 경남창포아파트)",055-222-7577,,,,,Y,,2019-03-28
"블루밍어린이집",경상남도,창원시 마산합포구,민간,21,7,경상남도 창원시 마산합포구 3.15대로 154 벽산블루밍아파트 주민복지관동 (월포동),055-242-2227,055-242-2227,,,,Y,,2019-03-28
"진선미어린이집",경상남도,창원시 마산합포구,민간,95,10,경상남도 창원시 마산합포구 중앙동1가 반월북1길 10 (중앙동1가),055-245-6888,055-243-9955,,,,Y,,2019-03-28
"청솔어린이집",경상남도,창원시 마산합포구,민간,74,8,경상남도 창원시 마산합포구 중앙동2가 중앙동3길 32-41,055-242-1215,,,,,Y,,2019-03-28
"라온어린이집",경상남도,창원시 마산합포구,가정,20,5,"경상남도 창원시 마산합포구 3.15대로 154 107동 104호(월포동, 벽산블루밍아파트)",055-607-7942,055-607-7942,,,,N,,2019-03-28
"별똥별어린이집",경상남도,창원시 마산합포구,가정,20,7,"경상남도 창원시 마산합포구 3.15대로 154 106동 103호(월포동, 벽산블루밍아파트)",055-241-3112,055-243-3111,,,,Y,,2019-03-28
"희가로어린이집",경상남도,창원시 마산합포구,가정,20,5,"경상남도 창원시 마산합포구 중앙동3가 중앙북1길 19 102동 104호(중앙동3가, 신우희가로베스트)",055-605-9755,,,,,Y,,2019-03-28
"또래어린이집",경상남도,창원시 마산합포구,민간,49,9,경상남도 창원시 마산합포구 산호남12길 13 (산호동),055-247-1233,055-247-1233,,,,Y,,2019-03-28
"산호아이누리어린이집",경상남도,창원시 마산합포구,민간,44,5,경상남도 창원시 마산합포구 회원천북길 491 산호베스티움아파트 관리동,055-252-8511,055-246-8511,,,,N,,2019-03-28
"신나라 어린이집",경상남도,창원시 마산합포구,민간,46,9,경상남도 창원시 마산합포구 산호북4길 62 (산호동),055-241-2862,055-241-2856,,,,Y,,2019-03-28
